embranchement,nom_vernaculaire,nom_scientifique,regions
Poissons cartilagineux,Requin-baleine,Rhincodon typus,"caraibes,indo-pacifique,mer-rouge,ocean-indien,pacifique,atlantique"
Poissons cartilagineux,Raie manta océanique,Mobula birostris,"caraibes,indo-pacifique,mer-rouge,ocean-indien,pacifique,atlantique"
Poissons cartilagineux,Raie manta de récif,Mobula alfredi,"indo-pacifique,mer-rouge,ocean-indien,pacifique"
